Date	Sales Rep	Product	Revenue
1/26/2017	Cami Goodson	Toyota	20196
7/2/2017	Kurtis Osorio	Ford	20822
4/16/2017	Adelina Oglesby	Honda	32937
1/24/2017	Timika Poe	Ford	37463
12/27/2017	Yulanda Mireles	Toyota	24461
10/29/2017	Earleen Milam	Honda	14285
3/1/2017	Adelina Oglesby	Honda	27147
3/26/2017	Yulanda Mireles	Honda	37589
7/16/2017	Timika Poe	Honda	28333
11/2/2017	Quentin Johns	Chevy	28365
1/21/2017	Louetta Maloney	Toyota	23134
10/14/2017	Towanda Pemberton	Ford	22482
2/10/2017	Zona Otis	Toyota	26074
4/29/2017	Towanda Pemberton	Chevy	18978
8/27/2017	Louetta Maloney	Chevy	25559
1/23/2017	Adelina Oglesby	Ford	30227
10/25/2017	Evelynn Mckee	Honda	36894
8/24/2017	Rudolf Eason	Chevy	20716
3/30/2017	Yulanda Mireles	Honda	32574
12/27/2017	Evelynn Mckee	Honda	33148
11/19/2017	Towanda Pemberton	Ford	38854
2/3/2017	Hyman Irish	Toyota	34672
3/10/2017	Quentin Johns	Chevy	36699
10/2/2017	Kurtis Osorio	Honda	19299
7/26/2017	Towanda Pemberton	Ford	17210
2/27/2017	Yulanda Mireles	Ford	49859
9/3/2017	Rudolf Eason	Toyota	18897
12/25/2017	Cami Goodson	Ford	37973
11/21/2017	Quentin Johns	Toyota	25519
3/6/2017	Julianna Kunz	Toyota	22729
2/9/2017	Yulanda Mireles	Toyota	17100
12/21/2017	Yulanda Mireles	Honda	21765
12/22/2017	Zona Otis	Chevy	30428
6/23/2017	Zona Otis	Chevy	43842
11/8/2017	Rudolf Eason	Chevy	21003
12/2/2017	Quentin Johns	Ford	24991
1/25/2017	Cami Goodson	Toyota	28302
11/23/2017	Earleen Milam	Toyota	16506
12/30/2017	Hyman Irish	Ford	46973
3/18/2017	Zona Otis	Honda	26984
12/19/2017	Adelina Oglesby	Chevy	17474
2/2/2017	Evelynn Mckee	Chevy	51126
7/13/2017	Timika Poe	Toyota	22314
6/23/2017	Zona Otis	Ford	31874
4/24/2017	Rudolf Eason	Chevy	39394
11/28/2017	Quentin Johns	Toyota	28331
12/12/2017	Hyman Irish	Ford	27676
12/25/2017	Julianna Kunz	Chevy	31560
6/23/2017	Cami Goodson	Chevy	39824
11/2/2017	Zona Otis	Honda	14188
9/16/2017	Adelina Oglesby	Ford	26214
7/16/2017	Kurtis Osorio	Honda	38412
10/30/2017	Yulanda Mireles	Honda	30802
3/3/2017	Earleen Milam	Chevy	50237
5/2/2017	Kurtis Osorio	Chevy	29102
11/1/2017	Kurtis Osorio	Ford	22840
5/14/2017	Rudolf Eason	Toyota	26808
6/17/2017	Evelynn Mckee	Chevy	33713
8/19/2017	Evelynn Mckee	Ford	23109
6/26/2017	Hyman Irish	Chevy	37341
2/27/2017	Julianna Kunz	Honda	15682
12/19/2017	Hyman Irish	Honda	33730
7/23/2017	Rudolf Eason	Ford	54467
5/16/2017	Zona Otis	Ford	36590
9/14/2017	Adelina Oglesby	Ford	35937
11/23/2017	Louetta Maloney	Honda	16300
4/29/2017	Towanda Pemberton	Honda	30374
7/1/2017	Louetta Maloney	Toyota	22853
10/22/2017	Hyman Irish	Chevy	32349
3/18/2017	Yulanda Mireles	Toyota	20842
8/21/2017	Kurtis Osorio	Chevy	42314
8/15/2017	Zona Otis	Toyota	18458
10/23/2017	Hyman Irish	Toyota	21028
6/29/2017	Earleen Milam	Ford	26525
10/12/2017	Earleen Milam	Honda	25104
10/26/2017	Adelina Oglesby	Ford	14330
11/16/2017	Cami Goodson	Toyota	33754
4/7/2017	Zona Otis	Honda	37888
4/17/2017	Towanda Pemberton	Ford	37027
2/24/2017	Evelynn Mckee	Chevy	26891
7/25/2017	Hyman Irish	Honda	22826
11/3/2017	Louetta Maloney	Chevy	18549
9/19/2017	Timika Poe	Honda	19939
10/2/2017	Adelina Oglesby	Chevy	37131
11/23/2017	Earleen Milam	Honda	32225
11/19/2017	Ernie Pettigrew	Ford	34501
5/24/2017	Towanda Pemberton	Toyota	19678
10/2/2017	Ernie Pettigrew	Toyota	19760
10/3/2017	Towanda Pemberton	Ford	28305
11/11/2017	Timika Poe	Toyota	21379
9/18/2017	Cami Goodson	Ford	41614
9/22/2017	Julianna Kunz	Toyota	26641
1/3/2017	Hyman Irish	Toyota	21031
6/26/2017	Zona Otis	Toyota	30141
1/20/2017	Julianna Kunz	Ford	42599
6/9/2017	Earleen Milam	Chevy	32740
6/26/2017	Hyman Irish	Toyota	17608
4/16/2017	Rudolf Eason	Ford	47237
1/2/2017	Evelynn Mckee	Toyota	16067
7/21/2017	Earleen Milam	Toyota	28147
1/5/2017	Cami Goodson	Toyota	20950
2/22/2017	Ernie Pettigrew	Toyota	16344
7/27/2017	Quentin Johns	Chevy	38275
9/26/2017	Zona Otis	Toyota	31339
6/25/2017	Cami Goodson	Honda	21342
8/21/2017	Cami Goodson	Honda	19731
6/6/2017	Julianna Kunz	Honda	28497
11/14/2017	Hyman Irish	Honda	15191
12/30/2017	Ernie Pettigrew	Honda	32639
8/8/2017	Timika Poe	Ford	18310
12/15/2017	Evelynn Mckee	Toyota	22341
7/14/2017	Louetta Maloney	Chevy	19891
6/13/2017	Julianna Kunz	Chevy	41908
8/10/2017	Zona Otis	Ford	30081
2/10/2017	Hyman Irish	Toyota	29656
10/29/2017	Yulanda Mireles	Ford	52149
5/2/2017	Julianna Kunz	Honda	34609
12/3/2017	Towanda Pemberton	Chevy	27264
5/24/2017	Earleen Milam	Ford	23100
5/4/2017	Earleen Milam	Toyota	19753
5/9/2017	Julianna Kunz	Toyota	30399
2/14/2017	Yulanda Mireles	Chevy	51343
3/14/2017	Evelynn Mckee	Ford	27059
5/18/2017	Adelina Oglesby	Ford	37573
12/25/2017	Yulanda Mireles	Honda	30978
5/20/2017	Towanda Pemberton	Ford	58467
8/15/2017	Ernie Pettigrew	Ford	48170
5/9/2017	Kurtis Osorio	Ford	14942
4/5/2017	Cami Goodson	Chevy	23796
12/31/2017	Louetta Maloney	Toyota	18879
1/25/2017	Earleen Milam	Toyota	28633
3/11/2017	Towanda Pemberton	Toyota	22513
12/4/2017	Julianna Kunz	Chevy	23826
4/26/2017	Julianna Kunz	Honda	30476
7/13/2017	Rudolf Eason	Ford	48409
5/13/2017	Louetta Maloney	Toyota	26672
12/28/2017	Towanda Pemberton	Chevy	32992
8/26/2017	Cami Goodson	Chevy	47592
8/22/2017	Julianna Kunz	Honda	35790
8/25/2017	Hyman Irish	Toyota	32395
4/18/2017	Earleen Milam	Toyota	24022
1/31/2017	Yulanda Mireles	Toyota	18344
9/17/2017	Julianna Kunz	Toyota	22479
7/26/2017	Towanda Pemberton	Ford	30055
5/20/2017	Ernie Pettigrew	Honda	34671
11/29/2017	Kurtis Osorio	Chevy	26597
5/30/2017	Cami Goodson	Toyota	19214
4/18/2017	Hyman Irish	Ford	17532
4/26/2017	Cami Goodson	Ford	38812
5/6/2017	Timika Poe	Honda	31914
1/30/2017	Julianna Kunz	Chevy	40898
2/27/2017	Zona Otis	Chevy	32765
12/22/2017	Adelina Oglesby	Ford	29702
2/19/2017	Hyman Irish	Ford	17306
12/11/2017	Louetta Maloney	Honda	35472
7/9/2017	Hyman Irish	Honda	30075
3/7/2017	Zona Otis	Honda	17504
8/22/2017	Cami Goodson	Chevy	54395
12/3/2017	Hyman Irish	Ford	63788
9/7/2017	Julianna Kunz	Chevy	30556
12/15/2017	Hyman Irish	Toyota	27096
2/24/2017	Cami Goodson	Honda	33355
1/25/2017	Evelynn Mckee	Ford	32431
3/31/2017	Cami Goodson	Chevy	33174
9/10/2017	Kurtis Osorio	Toyota	29222
3/28/2017	Kurtis Osorio	Honda	22615
9/7/2017	Julianna Kunz	Honda	30603
10/30/2017	Ernie Pettigrew	Toyota	32347
3/16/2017	Adelina Oglesby	Toyota	24469
11/17/2017	Louetta Maloney	Honda	36306
6/29/2017	Zona Otis	Chevy	42656
3/7/2017	Cami Goodson	Honda	14874
7/1/2017	Adelina Oglesby	Chevy	54384
1/15/2017	Hyman Irish	Ford	22270
3/26/2017	Louetta Maloney	Chevy	34625
3/18/2017	Kurtis Osorio	Ford	19762
6/7/2017	Earleen Milam	Ford	47026
11/2/2017	Earleen Milam	Honda	22482
12/14/2017	Rudolf Eason	Ford	29568
5/20/2017	Kurtis Osorio	Honda	38608
4/18/2017	Evelynn Mckee	Honda	16238
4/25/2017	Quentin Johns	Toyota	29878
12/3/2017	Ernie Pettigrew	Ford	31588
1/9/2017	Yulanda Mireles	Chevy	50324
6/11/2017	Zona Otis	Honda	20128
6/21/2017	Rudolf Eason	Honda	25866
4/3/2017	Timika Poe	Chevy	37004
3/21/2017	Kurtis Osorio	Toyota	34942
12/9/2017	Quentin Johns	Chevy	23984
2/28/2017	Quentin Johns	Honda	32662
9/22/2017	Ernie Pettigrew	Chevy	28295
2/27/2017	Kurtis Osorio	Ford	55851
6/24/2017	Cami Goodson	Toyota	23091
7/15/2017	Quentin Johns	Toyota	23684
9/1/2017	Evelynn Mckee	Chevy	37295
2/4/2017	Earleen Milam	Toyota	27229
7/5/2017	Towanda Pemberton	Chevy	43803
8/31/2017	Timika Poe	Chevy	19270
5/8/2017	Evelynn Mckee	Chevy	22599
6/28/2017	Quentin Johns	Chevy	48080
3/9/2017	Kurtis Osorio	Honda	14841
6/27/2017	Zona Otis	Honda	14533
12/14/2017	Louetta Maloney	Chevy	36599
3/22/2017	Quentin Johns	Honda	29377
6/3/2017	Hyman Irish	Chevy	37319
3/29/2017	Cami Goodson	Ford	29836
2/12/2017	Zona Otis	Honda	32569
7/27/2017	Louetta Maloney	Ford	16557
11/19/2017	Julianna Kunz	Ford	48797
6/2/2017	Zona Otis	Toyota	30528
10/25/2017	Rudolf Eason	Toyota	19031
11/1/2017	Towanda Pemberton	Ford	63567
7/25/2017	Towanda Pemberton	Honda	13193
12/16/2017	Adelina Oglesby	Ford	49539
3/12/2017	Hyman Irish	Honda	33181
8/29/2017	Louetta Maloney	Ford	34512
2/5/2017	Quentin Johns	Chevy	27102
10/19/2017	Evelynn Mckee	Chevy	30695
5/12/2017	Cami Goodson	Ford	51261
1/24/2017	Adelina Oglesby	Toyota	24738
6/28/2017	Hyman Irish	Honda	29048
3/11/2017	Evelynn Mckee	Ford	54246
9/5/2017	Cami Goodson	Honda	32458
7/29/2017	Ernie Pettigrew	Ford	58515
7/12/2017	Yulanda Mireles	Ford	39168
8/27/2017	Kurtis Osorio	Chevy	42664
7/13/2017	Timika Poe	Ford	28126
6/16/2017	Ernie Pettigrew	Chevy	27550
8/19/2017	Zona Otis	Toyota	20778
3/4/2017	Ernie Pettigrew	Chevy	19460
9/4/2017	Julianna Kunz	Toyota	22440
7/3/2017	Ernie Pettigrew	Toyota	32176
8/2/2017	Zona Otis	Honda	18968
2/11/2017	Quentin Johns	Honda	29115
1/8/2017	Julianna Kunz	Honda	17905
9/8/2017	Yulanda Mireles	Honda	33078
4/25/2017	Ernie Pettigrew	Toyota	17799
8/16/2017	Timika Poe	Chevy	33460
10/17/2017	Yulanda Mireles	Chevy	19169
5/25/2017	Zona Otis	Ford	15166
7/24/2017	Hyman Irish	Ford	46675
4/25/2017	Zona Otis	Honda	23184
6/30/2017	Cami Goodson	Toyota	17408
2/5/2017	Yulanda Mireles	Toyota	19196
3/11/2017	Hyman Irish	Chevy	38792
10/17/2017	Timika Poe	Toyota	24233
8/6/2017	Yulanda Mireles	Honda	32102
5/16/2017	Earleen Milam	Honda	15233
5/24/2017	Timika Poe	Chevy	39310
5/12/2017	Zona Otis	Chevy	44822
6/10/2017	Cami Goodson	Ford	29584
6/9/2017	Earleen Milam	Ford	19759
8/24/2017	Quentin Johns	Chevy	38668
2/3/2017	Towanda Pemberton	Toyota	21927
8/4/2017	Adelina Oglesby	Ford	60245
12/13/2017	Adelina Oglesby	Ford	21403
6/30/2017	Zona Otis	Toyota	32668
9/21/2017	Louetta Maloney	Chevy	41008
6/25/2017	Louetta Maloney	Toyota	26018
9/23/2017	Cami Goodson	Toyota	26969
1/8/2017	Cami Goodson	Ford	38924
6/18/2017	Zona Otis	Ford	15617
9/23/2017	Earleen Milam	Ford	56243
3/29/2017	Ernie Pettigrew	Honda	24393
9/7/2017	Cami Goodson	Honda	27088
5/9/2017	Adelina Oglesby	Ford	17951
9/8/2017	Adelina Oglesby	Chevy	40871
5/12/2017	Yulanda Mireles	Ford	29558
11/10/2017	Quentin Johns	Honda	29448
1/5/2017	Hyman Irish	Honda	17367
10/9/2017	Evelynn Mckee	Ford	27567
12/10/2017	Cami Goodson	Ford	21023
9/8/2017	Cami Goodson	Toyota	20228
12/16/2017	Cami Goodson	Ford	30240
11/4/2017	Evelynn Mckee	Honda	22822
11/4/2017	Quentin Johns	Ford	19760
10/20/2017	Timika Poe	Chevy	41691
4/23/2017	Yulanda Mireles	Ford	21502
8/1/2017	Yulanda Mireles	Honda	35450
7/16/2017	Julianna Kunz	Ford	58385
12/17/2017	Timika Poe	Toyota	24206
4/22/2017	Evelynn Mckee	Honda	21306
1/7/2017	Towanda Pemberton	Toyota	34994
10/9/2017	Cami Goodson	Ford	16462
6/24/2017	Cami Goodson	Toyota	18881
11/14/2017	Earleen Milam	Honda	13645
12/15/2017	Ernie Pettigrew	Honda	18665
4/3/2017	Rudolf Eason	Toyota	17655
11/3/2017	Earleen Milam	Honda	17469
1/4/2017	Quentin Johns	Chevy	32915
8/11/2017	Rudolf Eason	Ford	19465
11/24/2017	Evelynn Mckee	Ford	59826
4/22/2017	Zona Otis	Toyota	22857
6/5/2017	Earleen Milam	Chevy	30175
5/16/2017	Earleen Milam	Honda	32465
6/5/2017	Kurtis Osorio	Toyota	34910
7/12/2017	Timika Poe	Toyota	23701
7/18/2017	Ernie Pettigrew	Chevy	28842
12/16/2017	Zona Otis	Ford	48287
7/8/2017	Hyman Irish	Chevy	32392
9/28/2017	Julianna Kunz	Toyota	16693
11/21/2017	Quentin Johns	Chevy	27003
9/13/2017	Cami Goodson	Chevy	32663
5/15/2017	Hyman Irish	Ford	43231
6/6/2017	Louetta Maloney	Toyota	23621
7/1/2017	Kurtis Osorio	Ford	56938
11/12/2017	Quentin Johns	Ford	58469
1/15/2017	Evelynn Mckee	Ford	60663
1/17/2017	Louetta Maloney	Toyota	23151
4/15/2017	Earleen Milam	Ford	64233
8/14/2017	Kurtis Osorio	Chevy	53105
10/4/2017	Towanda Pemberton	Ford	48992
10/18/2017	Quentin Johns	Honda	15687
8/1/2017	Earleen Milam	Honda	27956
5/3/2017	Julianna Kunz	Chevy	35014
1/30/2017	Julianna Kunz	Toyota	18504
1/19/2017	Evelynn Mckee	Honda	13305
11/6/2017	Ernie Pettigrew	Toyota	30674
12/30/2017	Cami Goodson	Ford	57065
8/9/2017	Evelynn Mckee	Honda	37191
6/5/2017	Earleen Milam	Ford	21392
12/10/2017	Quentin Johns	Honda	25985
8/18/2017	Timika Poe	Chevy	19844
9/14/2017	Julianna Kunz	Honda	19484
9/26/2017	Adelina Oglesby	Ford	48856
8/2/2017	Yulanda Mireles	Chevy	49485
6/22/2017	Rudolf Eason	Honda	24166
12/1/2017	Zona Otis	Honda	17195
3/30/2017	Hyman Irish	Honda	19243
12/2/2017	Adelina Oglesby	Ford	47539
5/11/2017	Evelynn Mckee	Honda	13955
1/2/2017	Towanda Pemberton	Chevy	44135
4/3/2017	Evelynn Mckee	Ford	37039
5/4/2017	Quentin Johns	Honda	26332
6/11/2017	Kurtis Osorio	Ford	39851
2/5/2017	Cami Goodson	Ford	49372
11/2/2017	Julianna Kunz	Ford	29169
12/7/2017	Cami Goodson	Honda	17654
1/20/2017	Yulanda Mireles	Chevy	54894
1/9/2017	Louetta Maloney	Toyota	30459
10/16/2017	Towanda Pemberton	Honda	15158
9/12/2017	Towanda Pemberton	Toyota	19561
12/25/2017	Ernie Pettigrew	Honda	17921
2/24/2017	Ernie Pettigrew	Honda	32461
10/18/2017	Louetta Maloney	Toyota	31053
4/2/2017	Ernie Pettigrew	Honda	23937
11/13/2017	Hyman Irish	Chevy	31854
11/9/2017	Rudolf Eason	Toyota	24073
10/27/2017	Earleen Milam	Chevy	43388
1/24/2017	Zona Otis	Chevy	47502
4/23/2017	Ernie Pettigrew	Toyota	32355
1/16/2017	Towanda Pemberton	Toyota	31990
5/27/2017	Zona Otis	Chevy	53549
7/13/2017	Rudolf Eason	Toyota	24866
12/18/2017	Kurtis Osorio	Honda	16852
8/13/2017	Timika Poe	Ford	57021
8/21/2017	Kurtis Osorio	Toyota	27159
3/5/2017	Quentin Johns	Chevy	37942
9/8/2017	Towanda Pemberton	Toyota	31741
12/22/2017	Evelynn Mckee	Ford	36813
9/17/2017	Yulanda Mireles	Ford	60390
10/20/2017	Timika Poe	Honda	31876
8/3/2017	Kurtis Osorio	Toyota	27879
3/17/2017	Cami Goodson	Chevy	51016
6/11/2017	Quentin Johns	Ford	26735
6/12/2017	Quentin Johns	Chevy	49015
7/24/2017	Rudolf Eason	Toyota	30600
2/8/2017	Yulanda Mireles	Honda	32992
10/15/2017	Adelina Oglesby	Chevy	20955
10/1/2017	Kurtis Osorio	Toyota	20929
10/5/2017	Julianna Kunz	Ford	33415
8/28/2017	Louetta Maloney	Honda	17558
12/1/2017	Kurtis Osorio	Chevy	20200
5/13/2017	Ernie Pettigrew	Honda	26749
11/21/2017	Kurtis Osorio	Ford	61886
4/5/2017	Quentin Johns	Chevy	46094
9/11/2017	Hyman Irish	Honda	16431
7/19/2017	Hyman Irish	Chevy	47707
9/14/2017	Evelynn Mckee	Ford	14446
11/13/2017	Adelina Oglesby	Honda	17324
7/6/2017	Kurtis Osorio	Honda	22964
8/25/2017	Quentin Johns	Toyota	19137
3/18/2017	Ernie Pettigrew	Toyota	33512
12/26/2017	Rudolf Eason	Chevy	39569
8/11/2017	Evelynn Mckee	Toyota	32786
2/10/2017	Ernie Pettigrew	Honda	24455
8/1/2017	Zona Otis	Ford	43684
3/5/2017	Quentin Johns	Honda	19808
6/15/2017	Earleen Milam	Toyota	17017
4/20/2017	Yulanda Mireles	Honda	24660
2/15/2017	Quentin Johns	Ford	30792
3/29/2017	Ernie Pettigrew	Toyota	34908
11/30/2017	Adelina Oglesby	Ford	51305
5/5/2017	Earleen Milam	Ford	24209
5/15/2017	Kurtis Osorio	Ford	37573
9/30/2017	Timika Poe	Toyota	26358
12/30/2017	Ernie Pettigrew	Honda	35865
4/1/2017	Quentin Johns	Ford	55798
5/12/2017	Cami Goodson	Honda	19451
12/14/2017	Kurtis Osorio	Toyota	32123
7/29/2017	Ernie Pettigrew	Honda	31034
2/28/2017	Earleen Milam	Toyota	21085
5/9/2017	Kurtis Osorio	Toyota	22429
2/8/2017	Julianna Kunz	Honda	18439
12/8/2017	Timika Poe	Ford	25372
4/18/2017	Rudolf Eason	Honda	15932
9/14/2017	Rudolf Eason	Honda	29040
8/1/2017	Cami Goodson	Chevy	49867
7/27/2017	Hyman Irish	Toyota	28668
11/6/2017	Quentin Johns	Chevy	29651
5/25/2017	Earleen Milam	Ford	50482
6/4/2017	Yulanda Mireles	Ford	51356
5/5/2017	Ernie Pettigrew	Toyota	25117
3/21/2017	Julianna Kunz	Ford	52059
2/16/2017	Adelina Oglesby	Chevy	41664
4/21/2017	Yulanda Mireles	Honda	23305
2/20/2017	Towanda Pemberton	Ford	60991
11/2/2017	Julianna Kunz	Honda	30408
9/12/2017	Quentin Johns	Chevy	31761
3/29/2017	Kurtis Osorio	Chevy	42042
12/20/2017	Evelynn Mckee	Honda	25957
3/7/2017	Cami Goodson	Toyota	31310
10/20/2017	Yulanda Mireles	Toyota	32051
2/4/2017	Timika Poe	Honda	31166
11/18/2017	Earleen Milam	Honda	28110
7/25/2017	Timika Poe	Ford	48221
9/27/2017	Zona Otis	Chevy	29021
1/24/2017	Kurtis Osorio	Honda	33956
9/20/2017	Rudolf Eason	Chevy	38928
3/8/2017	Timika Poe	Toyota	20053
7/11/2017	Cami Goodson	Chevy	39438
11/15/2017	Julianna Kunz	Chevy	28881
8/20/2017	Zona Otis	Honda	32320
9/14/2017	Quentin Johns	Toyota	24279
12/21/2017	Rudolf Eason	Ford	23159
4/6/2017	Rudolf Eason	Toyota	21011
6/8/2017	Kurtis Osorio	Ford	39084
7/21/2017	Timika Poe	Ford	29797
7/13/2017	Earleen Milam	Toyota	27301
1/30/2017	Hyman Irish	Ford	32457
1/1/2017	Louetta Maloney	Ford	46128
9/6/2017	Earleen Milam	Ford	29335
2/25/2017	Towanda Pemberton	Toyota	18118
9/4/2017	Julianna Kunz	Ford	22167
6/23/2017	Cami Goodson	Toyota	23282
4/17/2017	Hyman Irish	Chevy	53155
7/3/2017	Julianna Kunz	Ford	17991
1/26/2017	Rudolf Eason	Ford	29201
2/10/2017	Ernie Pettigrew	Honda	16926
8/28/2017	Yulanda Mireles	Chevy	18439
7/30/2017	Cami Goodson	Toyota	28228
2/20/2017	Evelynn Mckee	Chevy	37257
6/24/2017	Louetta Maloney	Chevy	27129
8/21/2017	Julianna Kunz	Ford	49132
9/8/2017	Adelina Oglesby	Honda	22008
2/11/2017	Kurtis Osorio	Toyota	34526
9/9/2017	Earleen Milam	Toyota	16279
9/10/2017	Zona Otis	Chevy	19927
5/8/2017	Rudolf Eason	Ford	30896
6/20/2017	Yulanda Mireles	Toyota	21926
1/21/2017	Kurtis Osorio	Toyota	28851
1/18/2017	Towanda Pemberton	Toyota	24974
4/3/2017	Rudolf Eason	Toyota	29091
2/5/2017	Quentin Johns	Ford	27895
7/23/2017	Earleen Milam	Honda	36708
10/25/2017	Kurtis Osorio	Ford	27009
9/14/2017	Hyman Irish	Toyota	25432
8/25/2017	Hyman Irish	Honda	38502
3/6/2017	Hyman Irish	Ford	59960
11/29/2017	Towanda Pemberton	Toyota	28613
1/17/2017	Towanda Pemberton	Toyota	18029
3/9/2017	Cami Goodson	Honda	30942
9/5/2017	Yulanda Mireles	Honda	25459
3/19/2017	Kurtis Osorio	Toyota	23782
5/20/2017	Yulanda Mireles	Toyota	16918
3/27/2017	Zona Otis	Toyota	17871
12/30/2017	Louetta Maloney	Chevy	18689
5/24/2017	Earleen Milam	Toyota	24136
10/12/2017	Ernie Pettigrew	Ford	56932
11/17/2017	Zona Otis	Chevy	21955
5/29/2017	Timika Poe	Toyota	24939
8/2/2017	Towanda Pemberton	Toyota	21940
4/25/2017	Towanda Pemberton	Ford	58593
7/14/2017	Louetta Maloney	Toyota	22153
6/5/2017	Quentin Johns	Chevy	39720
8/6/2017	Adelina Oglesby	Honda	33792
11/9/2017	Ernie Pettigrew	Chevy	40441
2/6/2017	Evelynn Mckee	Ford	56499
2/28/2017	Evelynn Mckee	Ford	40696
4/7/2017	Louetta Maloney	Chevy	48676
4/3/2017	Quentin Johns	Honda	37950
12/16/2017	Louetta Maloney	Chevy	46646
8/25/2017	Kurtis Osorio	Ford	43200
7/16/2017	Towanda Pemberton	Toyota	18750
10/24/2017	Quentin Johns	Toyota	31785
10/17/2017	Julianna Kunz	Chevy	27213
3/22/2017	Quentin Johns	Toyota	32499
12/8/2017	Evelynn Mckee	Toyota	16756
7/24/2017	Rudolf Eason	Chevy	52630
8/9/2017	Ernie Pettigrew	Ford	23932
1/31/2017	Quentin Johns	Honda	30272
12/19/2017	Adelina Oglesby	Honda	28109
11/22/2017	Kurtis Osorio	Toyota	31701
9/16/2017	Cami Goodson	Toyota	32570
8/8/2017	Towanda Pemberton	Honda	20591
9/30/2017	Cami Goodson	Honda	23301
1/23/2017	Rudolf Eason	Honda	32257
8/15/2017	Towanda Pemberton	Toyota	29362
12/11/2017	Cami Goodson	Ford	57250
12/13/2017	Towanda Pemberton	Toyota	21041
9/23/2017	Towanda Pemberton	Honda	13487
10/29/2017	Louetta Maloney	Toyota	27931
2/21/2017	Timika Poe	Chevy	18075
1/22/2017	Julianna Kunz	Ford	32048
2/2/2017	Adelina Oglesby	Ford	15711
10/16/2017	Julianna Kunz	Toyota	18210
2/19/2017	Julianna Kunz	Chevy	42462
11/2/2017	Zona Otis	Chevy	43377
4/26/2017	Timika Poe	Honda	17126
2/9/2017	Yulanda Mireles	Toyota	33607
4/30/2017	Zona Otis	Chevy	20226
9/16/2017	Cami Goodson	Chevy	49240
6/20/2017	Towanda Pemberton	Toyota	33618
11/23/2017	Ernie Pettigrew	Honda	14294
1/11/2017	Timika Poe	Honda	23416
3/21/2017	Timika Poe	Toyota	19307
11/30/2017	Zona Otis	Honda	20380
3/18/2017	Adelina Oglesby	Ford	35357
12/26/2017	Rudolf Eason	Chevy	36295
2/18/2017	Rudolf Eason	Ford	58403
2/18/2017	Quentin Johns	Toyota	19651
7/14/2017	Towanda Pemberton	Toyota	26147
5/29/2017	Zona Otis	Chevy	16773
2/1/2017	Earleen Milam	Honda	22043
7/19/2017	Zona Otis	Chevy	30891
10/13/2017	Kurtis Osorio	Toyota	22425
6/7/2017	Adelina Oglesby	Chevy	42241
5/24/2017	Hyman Irish	Chevy	53827
11/26/2017	Timika Poe	Toyota	16163
3/18/2017	Kurtis Osorio	Honda	20199
10/16/2017	Earleen Milam	Ford	53015
6/3/2017	Quentin Johns	Toyota	24991
4/12/2017	Adelina Oglesby	Honda	38962
1/8/2017	Earleen Milam	Honda	37109
1/14/2017	Julianna Kunz	Toyota	32106
5/27/2017	Towanda Pemberton	Ford	37730
1/1/2017	Hyman Irish	Toyota	20843
5/9/2017	Zona Otis	Toyota	18252
5/7/2017	Yulanda Mireles	Honda	16037
2/27/2017	Earleen Milam	Toyota	20687
3/1/2017	Earleen Milam	Honda	13717
1/25/2017	Julianna Kunz	Ford	46728
7/27/2017	Cami Goodson	Honda	13665
4/22/2017	Hyman Irish	Toyota	20767
9/20/2017	Hyman Irish	Honda	18847
3/31/2017	Julianna Kunz	Honda	35573
1/13/2017	Cami Goodson	Chevy	35451
10/26/2017	Rudolf Eason	Honda	17818
1/15/2017	Adelina Oglesby	Toyota	27939
11/5/2017	Ernie Pettigrew	Toyota	32443
6/29/2017	Kurtis Osorio	Ford	36108
11/16/2017	Towanda Pemberton	Ford	51482
2/5/2017	Ernie Pettigrew	Chevy	20242
12/5/2017	Zona Otis	Honda	18933
9/22/2017	Rudolf Eason	Honda	25344
11/1/2017	Rudolf Eason	Ford	31940
5/21/2017	Kurtis Osorio	Toyota	26968
4/30/2017	Towanda Pemberton	Honda	34997
2/16/2017	Earleen Milam	Chevy	50625
7/30/2017	Yulanda Mireles	Ford	45831
2/12/2017	Ernie Pettigrew	Toyota	27961
10/2/2017	Ernie Pettigrew	Ford	27905
11/18/2017	Towanda Pemberton	Ford	56582
11/21/2017	Adelina Oglesby	Honda	28840
6/2/2017	Adelina Oglesby	Toyota	33265
5/27/2017	Louetta Maloney	Toyota	23081
2/3/2017	Evelynn Mckee	Toyota	18733
1/2/2017	Louetta Maloney	Ford	38097
4/9/2017	Yulanda Mireles	Toyota	23722
5/24/2017	Adelina Oglesby	Chevy	24431
11/2/2017	Kurtis Osorio	Ford	24947
2/13/2017	Julianna Kunz	Ford	46998
5/27/2017	Hyman Irish	Toyota	18884
3/1/2017	Timika Poe	Chevy	34455
5/25/2017	Cami Goodson	Chevy	26031
11/23/2017	Adelina Oglesby	Honda	14191
7/19/2017	Towanda Pemberton	Honda	20059
11/13/2017	Towanda Pemberton	Honda	26894
1/17/2017	Ernie Pettigrew	Toyota	17872
7/4/2017	Zona Otis	Honda	24740
4/26/2017	Kurtis Osorio	Toyota	25151
11/28/2017	Louetta Maloney	Chevy	41319
7/30/2017	Zona Otis	Chevy	23675
2/7/2017	Adelina Oglesby	Chevy	31083
4/2/2017	Evelynn Mckee	Honda	35684
3/6/2017	Quentin Johns	Ford	58928
9/5/2017	Louetta Maloney	Chevy	35726
