Date	Sales Rep	Product	Revenue
12/19/2016	Adelina Oglesby	Chevy	29639
4/28/2016	Kurtis Osorio	Ford	15931
1/15/2016	Adelina Oglesby	Ford	32501
9/25/2016	Cami Goodson	Toyota	16551
2/15/2016	Cami Goodson	Ford	62873
12/11/2016	Evelynn Mckee	Toyota	33907
9/20/2016	Julianna Kunz	Honda	30132
1/30/2016	Cami Goodson	Chevy	44449
9/10/2016	Kurtis Osorio	Toyota	34695
3/7/2016	Rudolf Eason	Honda	26604
2/12/2016	Yulanda Mireles	Ford	25741
10/30/2016	Julianna Kunz	Ford	52439
9/2/2016	Earleen Milam	Chevy	23900
5/11/2016	Evelynn Mckee	Chevy	39930
10/18/2016	Ernie Pettigrew	Chevy	24577
7/16/2016	Hyman Irish	Honda	33134
11/27/2016	Rudolf Eason	Chevy	37070
2/27/2016	Adelina Oglesby	Honda	15303
12/3/2016	Rudolf Eason	Honda	30056
10/12/2016	Hyman Irish	Toyota	29938
11/6/2016	Timika Poe	Chevy	37908
6/16/2016	Adelina Oglesby	Toyota	21630
12/28/2016	Timika Poe	Chevy	51915
1/2/2016	Earleen Milam	Toyota	34563
10/25/2016	Earleen Milam	Ford	27861
6/14/2016	Adelina Oglesby	Toyota	26575
8/20/2016	Timika Poe	Chevy	44575
9/9/2016	Adelina Oglesby	Chevy	39617
4/15/2016	Kurtis Osorio	Ford	58949
1/21/2016	Towanda Pemberton	Honda	19718
12/23/2016	Quentin Johns	Ford	51760
12/28/2016	Kurtis Osorio	Ford	54636
3/7/2016	Kurtis Osorio	Toyota	31643
10/11/2016	Evelynn Mckee	Toyota	22460
7/21/2016	Timika Poe	Chevy	42942
8/28/2016	Kurtis Osorio	Toyota	34443
8/7/2016	Ernie Pettigrew	Chevy	28094
4/28/2016	Earleen Milam	Toyota	20134
9/1/2016	Cami Goodson	Honda	31702
8/20/2016	Kurtis Osorio	Ford	32328
4/30/2016	Towanda Pemberton	Toyota	29511
2/8/2016	Cami Goodson	Ford	45132
12/12/2016	Rudolf Eason	Chevy	38545
8/26/2016	Hyman Irish	Toyota	23113
3/28/2016	Adelina Oglesby	Ford	42285
4/10/2016	Timika Poe	Toyota	20969
3/14/2016	Quentin Johns	Toyota	32188
3/5/2016	Rudolf Eason	Toyota	20858
6/24/2016	Evelynn Mckee	Ford	60875
7/25/2016	Rudolf Eason	Honda	25628
6/8/2016	Zona Otis	Honda	27174
4/12/2016	Kurtis Osorio	Honda	14744
12/5/2016	Earleen Milam	Ford	53027
11/29/2016	Timika Poe	Honda	33448
11/26/2016	Evelynn Mckee	Toyota	30316
12/10/2016	Zona Otis	Ford	21960
3/1/2016	Julianna Kunz	Chevy	44407
2/12/2016	Julianna Kunz	Ford	39778
3/20/2016	Timika Poe	Ford	54997
1/28/2016	Towanda Pemberton	Chevy	16046
8/19/2016	Zona Otis	Chevy	42004
9/29/2016	Cami Goodson	Chevy	48109
10/18/2016	Evelynn Mckee	Chevy	24183
7/30/2016	Zona Otis	Toyota	30287
7/21/2016	Kurtis Osorio	Ford	31066
10/29/2016	Louetta Maloney	Toyota	30624
6/7/2016	Adelina Oglesby	Chevy	33573
7/23/2016	Ernie Pettigrew	Toyota	18020
10/17/2016	Zona Otis	Toyota	22365
4/7/2016	Adelina Oglesby	Honda	21303
4/25/2016	Ernie Pettigrew	Honda	36294
4/3/2016	Zona Otis	Honda	32926
10/10/2016	Louetta Maloney	Ford	54560
8/5/2016	Timika Poe	Ford	37500
11/10/2016	Evelynn Mckee	Honda	15318
1/15/2016	Adelina Oglesby	Ford	23420
11/11/2016	Timika Poe	Honda	26350
8/10/2016	Cami Goodson	Chevy	32771
10/7/2016	Adelina Oglesby	Ford	35591
12/31/2016	Adelina Oglesby	Honda	19216
4/10/2016	Yulanda Mireles	Ford	52909
12/10/2016	Hyman Irish	Honda	26226
12/9/2016	Towanda Pemberton	Toyota	27163
6/6/2016	Kurtis Osorio	Toyota	27354
6/10/2016	Ernie Pettigrew	Honda	20007
5/13/2016	Hyman Irish	Honda	22315
1/25/2016	Hyman Irish	Ford	36274
3/21/2016	Ernie Pettigrew	Ford	32795
9/14/2016	Hyman Irish	Honda	19203
10/16/2016	Julianna Kunz	Toyota	27345
6/25/2016	Hyman Irish	Chevy	32719
6/30/2016	Timika Poe	Ford	42042
7/29/2016	Adelina Oglesby	Honda	27269
12/25/2016	Louetta Maloney	Honda	28777
3/16/2016	Yulanda Mireles	Chevy	27908
12/16/2016	Timika Poe	Ford	22836
3/15/2016	Julianna Kunz	Toyota	33956
1/24/2016	Yulanda Mireles	Honda	35008
6/3/2016	Kurtis Osorio	Honda	13440
7/18/2016	Julianna Kunz	Honda	33593
12/6/2016	Evelynn Mckee	Toyota	29086
7/15/2016	Hyman Irish	Ford	50483
11/24/2016	Ernie Pettigrew	Chevy	39412
7/13/2016	Quentin Johns	Chevy	24569
6/24/2016	Quentin Johns	Honda	20422
5/29/2016	Louetta Maloney	Chevy	49585
3/28/2016	Earleen Milam	Toyota	29688
11/26/2016	Yulanda Mireles	Chevy	23039
9/18/2016	Earleen Milam	Ford	14119
7/30/2016	Evelynn Mckee	Toyota	26051
12/31/2016	Adelina Oglesby	Chevy	40201
3/3/2016	Quentin Johns	Honda	29000
7/24/2016	Yulanda Mireles	Ford	52688
2/5/2016	Louetta Maloney	Chevy	36284
2/15/2016	Zona Otis	Ford	20252
12/26/2016	Quentin Johns	Ford	36236
8/8/2016	Evelynn Mckee	Toyota	18375
2/6/2016	Cami Goodson	Ford	21619
4/6/2016	Hyman Irish	Ford	63467
12/23/2016	Julianna Kunz	Honda	27493
2/2/2016	Hyman Irish	Toyota	18312
3/23/2016	Adelina Oglesby	Chevy	28117
9/17/2016	Timika Poe	Ford	58698
10/4/2016	Rudolf Eason	Ford	49437
6/5/2016	Adelina Oglesby	Chevy	43194
11/25/2016	Louetta Maloney	Chevy	25552
7/2/2016	Rudolf Eason	Chevy	29499
9/15/2016	Zona Otis	Chevy	54299
7/3/2016	Evelynn Mckee	Toyota	19284
8/30/2016	Earleen Milam	Honda	19382
2/19/2016	Zona Otis	Honda	20138
8/10/2016	Ernie Pettigrew	Honda	28435
8/1/2016	Timika Poe	Honda	13464
10/23/2016	Rudolf Eason	Ford	41730
1/9/2016	Rudolf Eason	Chevy	35270
6/8/2016	Ernie Pettigrew	Toyota	23538
9/29/2016	Cami Goodson	Honda	38153
1/12/2016	Cami Goodson	Honda	15711
9/17/2016	Cami Goodson	Chevy	38195
10/26/2016	Cami Goodson	Ford	58400
6/30/2016	Ernie Pettigrew	Toyota	28452
3/24/2016	Hyman Irish	Honda	27670
5/5/2016	Quentin Johns	Honda	13839
6/9/2016	Zona Otis	Toyota	17971
11/18/2016	Quentin Johns	Chevy	29857
9/12/2016	Cami Goodson	Ford	49426
12/6/2016	Louetta Maloney	Toyota	32271
1/14/2016	Evelynn Mckee	Toyota	19541
6/9/2016	Ernie Pettigrew	Ford	32631
2/10/2016	Towanda Pemberton	Ford	56420
2/7/2016	Towanda Pemberton	Ford	50103
11/11/2016	Cami Goodson	Chevy	30997
10/27/2016	Kurtis Osorio	Chevy	37858
4/19/2016	Rudolf Eason	Toyota	23533
11/26/2016	Earleen Milam	Toyota	20410
8/8/2016	Kurtis Osorio	Honda	25712
2/5/2016	Louetta Maloney	Honda	16933
12/21/2016	Louetta Maloney	Chevy	23508
7/6/2016	Julianna Kunz	Chevy	18238
7/27/2016	Rudolf Eason	Honda	15941
12/12/2016	Quentin Johns	Ford	20721
3/23/2016	Adelina Oglesby	Ford	64799
1/15/2016	Rudolf Eason	Honda	37530
4/9/2016	Rudolf Eason	Chevy	16228
7/2/2016	Yulanda Mireles	Ford	37380
1/25/2016	Ernie Pettigrew	Honda	31535
1/9/2016	Ernie Pettigrew	Honda	38428
6/26/2016	Cami Goodson	Chevy	24022
9/2/2016	Hyman Irish	Toyota	18747
12/4/2016	Adelina Oglesby	Toyota	22937
6/24/2016	Evelynn Mckee	Ford	25976
4/27/2016	Timika Poe	Chevy	38118
5/12/2016	Hyman Irish	Chevy	40237
3/12/2016	Julianna Kunz	Ford	26526
7/3/2016	Kurtis Osorio	Ford	15280
6/24/2016	Hyman Irish	Toyota	32039
12/5/2016	Yulanda Mireles	Honda	34827
4/14/2016	Julianna Kunz	Honda	36470
4/16/2016	Towanda Pemberton	Honda	24621
7/9/2016	Adelina Oglesby	Chevy	30237
8/3/2016	Adelina Oglesby	Honda	18871
12/5/2016	Rudolf Eason	Toyota	27256
6/19/2016	Adelina Oglesby	Chevy	49281
6/1/2016	Evelynn Mckee	Ford	33067
10/5/2016	Julianna Kunz	Toyota	33153
9/11/2016	Ernie Pettigrew	Ford	41965
8/29/2016	Zona Otis	Ford	41997
3/31/2016	Louetta Maloney	Ford	41333
1/26/2016	Quentin Johns	Honda	23688
7/31/2016	Rudolf Eason	Chevy	37707
11/27/2016	Towanda Pemberton	Honda	21526
5/14/2016	Quentin Johns	Ford	45909
4/8/2016	Kurtis Osorio	Ford	40955
1/7/2016	Rudolf Eason	Toyota	30555
7/12/2016	Yulanda Mireles	Ford	15650
9/1/2016	Rudolf Eason	Honda	17479
8/14/2016	Evelynn Mckee	Toyota	17124
11/10/2016	Adelina Oglesby	Honda	28635
3/22/2016	Towanda Pemberton	Ford	24234
7/13/2016	Adelina Oglesby	Toyota	16106
11/19/2016	Timika Poe	Honda	31509
10/13/2016	Rudolf Eason	Chevy	34808
3/18/2016	Evelynn Mckee	Honda	33124
3/4/2016	Earleen Milam	Toyota	22652
3/19/2016	Earleen Milam	Honda	17209
6/18/2016	Timika Poe	Chevy	19699
12/20/2016	Julianna Kunz	Toyota	29439
9/6/2016	Evelynn Mckee	Chevy	25842
4/13/2016	Quentin Johns	Chevy	50022
4/1/2016	Louetta Maloney	Chevy	25843
4/2/2016	Julianna Kunz	Ford	47078
11/9/2016	Kurtis Osorio	Honda	17460
11/22/2016	Evelynn Mckee	Toyota	32629
11/17/2016	Timika Poe	Chevy	19840
8/17/2016	Kurtis Osorio	Honda	28183
8/21/2016	Earleen Milam	Chevy	29153
5/21/2016	Evelynn Mckee	Chevy	18814
6/18/2016	Cami Goodson	Honda	37800
11/9/2016	Cami Goodson	Honda	16392
4/27/2016	Adelina Oglesby	Honda	22194
10/29/2016	Earleen Milam	Honda	13904
12/5/2016	Kurtis Osorio	Chevy	28676
11/21/2016	Louetta Maloney	Chevy	49279
9/3/2016	Adelina Oglesby	Honda	14233
10/19/2016	Quentin Johns	Chevy	39189
6/28/2016	Evelynn Mckee	Toyota	21878
5/7/2016	Hyman Irish	Toyota	23085
2/5/2016	Zona Otis	Honda	21616
1/1/2016	Yulanda Mireles	Toyota	29931
4/29/2016	Ernie Pettigrew	Chevy	22936
12/7/2016	Evelynn Mckee	Toyota	16268
4/22/2016	Yulanda Mireles	Ford	47068
6/18/2016	Yulanda Mireles	Toyota	20126
4/20/2016	Evelynn Mckee	Chevy	31208
1/6/2016	Adelina Oglesby	Chevy	52306
7/12/2016	Louetta Maloney	Honda	22987
1/26/2016	Yulanda Mireles	Chevy	41812
5/29/2016	Hyman Irish	Chevy	53964
11/7/2016	Towanda Pemberton	Toyota	23665
8/2/2016	Ernie Pettigrew	Honda	18872
8/31/2016	Hyman Irish	Toyota	30163
2/14/2016	Timika Poe	Honda	33597
9/12/2016	Towanda Pemberton	Honda	31849
1/8/2016	Kurtis Osorio	Ford	53653
7/11/2016	Evelynn Mckee	Chevy	39572
10/11/2016	Zona Otis	Chevy	17600
1/21/2016	Evelynn Mckee	Honda	14771
6/17/2016	Zona Otis	Chevy	54132
9/3/2016	Towanda Pemberton	Chevy	36057
2/4/2016	Towanda Pemberton	Honda	15885
9/4/2016	Cami Goodson	Chevy	18208
4/4/2016	Ernie Pettigrew	Ford	29892
8/15/2016	Yulanda Mireles	Chevy	50720
7/26/2016	Timika Poe	Honda	33871
10/10/2016	Zona Otis	Chevy	24903
4/24/2016	Kurtis Osorio	Ford	44779
1/31/2016	Ernie Pettigrew	Ford	50441
5/28/2016	Kurtis Osorio	Ford	49072
12/11/2016	Evelynn Mckee	Ford	60462
1/2/2016	Earleen Milam	Chevy	35615
11/22/2016	Cami Goodson	Honda	33944
12/1/2016	Yulanda Mireles	Toyota	29207
9/24/2016	Quentin Johns	Chevy	46056
3/1/2016	Evelynn Mckee	Chevy	46152
3/26/2016	Towanda Pemberton	Honda	16042
11/25/2016	Rudolf Eason	Toyota	24850
11/14/2016	Rudolf Eason	Honda	36204
9/5/2016	Ernie Pettigrew	Toyota	26841
11/10/2016	Hyman Irish	Ford	30236
7/27/2016	Earleen Milam	Toyota	26317
9/7/2016	Cami Goodson	Toyota	21695
12/8/2016	Adelina Oglesby	Toyota	34379
4/22/2016	Evelynn Mckee	Toyota	18791
3/2/2016	Adelina Oglesby	Honda	17873
3/2/2016	Louetta Maloney	Toyota	24308
12/21/2016	Kurtis Osorio	Chevy	20818
5/24/2016	Towanda Pemberton	Ford	45661
11/12/2016	Yulanda Mireles	Toyota	30638
8/12/2016	Zona Otis	Honda	16703
12/16/2016	Yulanda Mireles	Ford	45343
9/4/2016	Quentin Johns	Ford	58713
5/8/2016	Adelina Oglesby	Chevy	19567
6/14/2016	Rudolf Eason	Toyota	19152
9/12/2016	Earleen Milam	Honda	23597
5/24/2016	Yulanda Mireles	Honda	14899
4/24/2016	Rudolf Eason	Ford	20309
12/8/2016	Towanda Pemberton	Ford	15252
3/2/2016	Yulanda Mireles	Toyota	32499
5/24/2016	Ernie Pettigrew	Ford	30648
7/1/2016	Rudolf Eason	Honda	16285
6/6/2016	Earleen Milam	Honda	19949
6/22/2016	Adelina Oglesby	Toyota	33183
7/21/2016	Louetta Maloney	Toyota	17799
8/29/2016	Yulanda Mireles	Ford	27884
4/20/2016	Adelina Oglesby	Ford	57852
10/4/2016	Louetta Maloney	Ford	17575
3/14/2016	Timika Poe	Honda	23036
8/17/2016	Evelynn Mckee	Honda	21818
3/7/2016	Quentin Johns	Toyota	28019
7/29/2016	Cami Goodson	Chevy	36145
8/10/2016	Towanda Pemberton	Toyota	20888
12/2/2016	Ernie Pettigrew	Toyota	23691
4/5/2016	Yulanda Mireles	Ford	63499
9/1/2016	Earleen Milam	Ford	15337
3/5/2016	Julianna Kunz	Honda	15542
9/30/2016	Julianna Kunz	Ford	16428
7/17/2016	Kurtis Osorio	Ford	43304
11/24/2016	Evelynn Mckee	Toyota	28408
3/14/2016	Evelynn Mckee	Honda	22107
1/6/2016	Cami Goodson	Toyota	30214
11/2/2016	Ernie Pettigrew	Honda	30613
3/26/2016	Quentin Johns	Ford	39549
5/6/2016	Earleen Milam	Honda	32020
3/13/2016	Yulanda Mireles	Chevy	16924
1/31/2016	Ernie Pettigrew	Toyota	18951
4/21/2016	Julianna Kunz	Honda	26038
6/27/2016	Yulanda Mireles	Toyota	32096
12/19/2016	Ernie Pettigrew	Chevy	54052
3/3/2016	Rudolf Eason	Ford	48205
4/21/2016	Ernie Pettigrew	Ford	35909
4/18/2016	Quentin Johns	Honda	26496
4/18/2016	Zona Otis	Honda	23519
8/8/2016	Quentin Johns	Ford	29828
7/31/2016	Evelynn Mckee	Honda	13582
3/27/2016	Julianna Kunz	Honda	27487
3/28/2016	Ernie Pettigrew	Ford	37685
1/13/2016	Ernie Pettigrew	Chevy	44091
12/9/2016	Kurtis Osorio	Honda	24601
10/15/2016	Rudolf Eason	Honda	24002
8/6/2016	Timika Poe	Chevy	18511
8/25/2016	Adelina Oglesby	Ford	58087
8/7/2016	Towanda Pemberton	Chevy	52230
7/14/2016	Cami Goodson	Honda	25473
7/9/2016	Evelynn Mckee	Toyota	33239
7/24/2016	Yulanda Mireles	Honda	20010
9/5/2016	Cami Goodson	Chevy	19357
11/28/2016	Zona Otis	Ford	34405
6/29/2016	Cami Goodson	Toyota	28628
7/14/2016	Quentin Johns	Honda	31014
9/27/2016	Earleen Milam	Toyota	27712
2/22/2016	Louetta Maloney	Toyota	20872
5/20/2016	Adelina Oglesby	Ford	54916
6/5/2016	Evelynn Mckee	Chevy	32449
9/26/2016	Hyman Irish	Honda	28905
5/21/2016	Kurtis Osorio	Honda	35047
4/19/2016	Zona Otis	Toyota	27422
9/13/2016	Julianna Kunz	Toyota	29343
3/22/2016	Towanda Pemberton	Ford	47172
11/2/2016	Ernie Pettigrew	Honda	31294
3/12/2016	Earleen Milam	Honda	13183
6/23/2016	Kurtis Osorio	Chevy	28592
5/24/2016	Kurtis Osorio	Toyota	27776
2/8/2016	Louetta Maloney	Ford	35821
9/25/2016	Rudolf Eason	Honda	32915
10/23/2016	Rudolf Eason	Ford	36790
1/7/2016	Kurtis Osorio	Chevy	31958
4/4/2016	Earleen Milam	Ford	57285
8/27/2016	Zona Otis	Honda	30908
5/9/2016	Timika Poe	Toyota	24494
2/9/2016	Ernie Pettigrew	Chevy	53995
8/25/2016	Earleen Milam	Chevy	42201
4/13/2016	Hyman Irish	Toyota	31846
6/2/2016	Yulanda Mireles	Honda	33403
6/21/2016	Zona Otis	Toyota	33165
7/5/2016	Earleen Milam	Honda	35331
1/18/2016	Quentin Johns	Toyota	24370
2/24/2016	Kurtis Osorio	Chevy	38237
2/1/2016	Timika Poe	Ford	40503
4/14/2016	Adelina Oglesby	Ford	20627
11/6/2016	Earleen Milam	Chevy	30655
5/23/2016	Towanda Pemberton	Toyota	33068
7/11/2016	Earleen Milam	Honda	20188
9/16/2016	Quentin Johns	Chevy	51962
11/21/2016	Yulanda Mireles	Chevy	19616
4/25/2016	Hyman Irish	Chevy	27959
4/9/2016	Louetta Maloney	Chevy	16347
3/3/2016	Earleen Milam	Toyota	32397
11/15/2016	Julianna Kunz	Toyota	20333
9/9/2016	Ernie Pettigrew	Ford	15178
3/1/2016	Julianna Kunz	Toyota	17735
9/30/2016	Evelynn Mckee	Chevy	28290
2/17/2016	Ernie Pettigrew	Honda	35372
5/6/2016	Zona Otis	Ford	55100
1/30/2016	Zona Otis	Chevy	28755
4/27/2016	Kurtis Osorio	Toyota	31477
2/4/2016	Adelina Oglesby	Chevy	36202
8/24/2016	Hyman Irish	Chevy	18772
5/9/2016	Zona Otis	Toyota	17925
3/19/2016	Louetta Maloney	Honda	36001
6/9/2016	Rudolf Eason	Ford	55381
6/14/2016	Quentin Johns	Chevy	24301
3/6/2016	Timika Poe	Honda	35083
7/14/2016	Hyman Irish	Honda	21138
4/30/2016	Rudolf Eason	Toyota	19273
1/1/2016	Cami Goodson	Chevy	32079
8/29/2016	Quentin Johns	Chevy	53685
10/31/2016	Quentin Johns	Toyota	27091
5/3/2016	Louetta Maloney	Ford	19438
8/19/2016	Kurtis Osorio	Toyota	20670
11/27/2016	Ernie Pettigrew	Chevy	40816
3/3/2016	Yulanda Mireles	Toyota	19570
1/10/2016	Quentin Johns	Honda	24147
7/9/2016	Zona Otis	Chevy	45469
4/26/2016	Earleen Milam	Chevy	23974
11/23/2016	Zona Otis	Honda	22256
4/24/2016	Yulanda Mireles	Honda	19689
1/21/2016	Timika Poe	Honda	33400
10/23/2016	Quentin Johns	Toyota	34444
9/4/2016	Ernie Pettigrew	Chevy	18065
2/14/2016	Rudolf Eason	Chevy	32040
4/9/2016	Timika Poe	Ford	56736
3/1/2016	Cami Goodson	Chevy	46860
5/11/2016	Ernie Pettigrew	Ford	24219
12/29/2016	Louetta Maloney	Chevy	49418
1/18/2016	Earleen Milam	Ford	18859
7/13/2016	Julianna Kunz	Ford	32017
6/6/2016	Towanda Pemberton	Ford	31086
1/4/2016	Yulanda Mireles	Ford	56826
4/6/2016	Louetta Maloney	Chevy	51755
10/29/2016	Timika Poe	Toyota	34872
6/26/2016	Louetta Maloney	Honda	29881
7/29/2016	Hyman Irish	Ford	15926
11/9/2016	Yulanda Mireles	Chevy	50893
10/12/2016	Louetta Maloney	Chevy	48911
10/19/2016	Hyman Irish	Chevy	37629
10/5/2016	Julianna Kunz	Toyota	18833
4/20/2016	Evelynn Mckee	Ford	46694
6/26/2016	Rudolf Eason	Ford	36660
8/5/2016	Hyman Irish	Ford	47353
5/16/2016	Yulanda Mireles	Chevy	40671
10/7/2016	Rudolf Eason	Ford	14695
3/1/2016	Zona Otis	Chevy	16893
6/11/2016	Rudolf Eason	Chevy	50009
6/14/2016	Ernie Pettigrew	Chevy	46922
10/14/2016	Rudolf Eason	Chevy	46870
10/20/2016	Kurtis Osorio	Honda	28876
12/27/2016	Earleen Milam	Toyota	26659
9/7/2016	Evelynn Mckee	Ford	47951
2/10/2016	Timika Poe	Toyota	28831
9/27/2016	Quentin Johns	Ford	41674
1/1/2016	Towanda Pemberton	Toyota	19173
10/16/2016	Evelynn Mckee	Chevy	48527
4/13/2016	Kurtis Osorio	Honda	21418
11/9/2016	Hyman Irish	Chevy	44004
10/30/2016	Rudolf Eason	Toyota	32667
6/20/2016	Towanda Pemberton	Ford	19926
12/10/2016	Julianna Kunz	Toyota	24148
1/13/2016	Adelina Oglesby	Honda	22236
1/4/2016	Louetta Maloney	Honda	17506
9/11/2016	Zona Otis	Honda	34671
8/17/2016	Evelynn Mckee	Ford	17191
12/25/2016	Quentin Johns	Chevy	45809
12/8/2016	Evelynn Mckee	Honda	20690
7/13/2016	Hyman Irish	Chevy	29838
8/18/2016	Kurtis Osorio	Honda	21537
9/11/2016	Yulanda Mireles	Honda	31263
7/7/2016	Earleen Milam	Honda	30215
4/19/2016	Kurtis Osorio	Chevy	30991
8/25/2016	Evelynn Mckee	Chevy	26854
4/9/2016	Towanda Pemberton	Toyota	17475
11/12/2016	Adelina Oglesby	Chevy	51385
5/6/2016	Yulanda Mireles	Ford	32608
5/19/2016	Quentin Johns	Chevy	19793
3/11/2016	Cami Goodson	Honda	25438
11/17/2016	Julianna Kunz	Honda	25418
1/4/2016	Kurtis Osorio	Honda	34324
1/27/2016	Louetta Maloney	Toyota	31241
6/18/2016	Ernie Pettigrew	Ford	54255
5/6/2016	Earleen Milam	Honda	37859
5/13/2016	Cami Goodson	Honda	27690
12/26/2016	Yulanda Mireles	Chevy	38257
5/27/2016	Towanda Pemberton	Ford	41882
8/5/2016	Zona Otis	Chevy	17835
3/24/2016	Evelynn Mckee	Ford	40419
9/5/2016	Julianna Kunz	Toyota	31363
1/27/2016	Rudolf Eason	Honda	25818
4/24/2016	Towanda Pemberton	Ford	47818
10/20/2016	Timika Poe	Toyota	28783
5/18/2016	Kurtis Osorio	Chevy	43590
4/11/2016	Yulanda Mireles	Honda	28346
9/13/2016	Adelina Oglesby	Ford	33761
4/22/2016	Quentin Johns	Toyota	29989
11/22/2016	Louetta Maloney	Toyota	31901
10/12/2016	Zona Otis	Chevy	18893
7/3/2016	Hyman Irish	Toyota	25697
7/30/2016	Earleen Milam	Chevy	42934
12/13/2016	Quentin Johns	Ford	25431
7/31/2016	Yulanda Mireles	Chevy	48076
9/21/2016	Evelynn Mckee	Toyota	31895
9/6/2016	Hyman Irish	Ford	62661
8/8/2016	Cami Goodson	Toyota	33101
9/8/2016	Ernie Pettigrew	Honda	37475
7/4/2016	Ernie Pettigrew	Ford	58896
6/17/2016	Julianna Kunz	Ford	29126
7/13/2016	Earleen Milam	Ford	35527
8/14/2016	Quentin Johns	Ford	26644
7/23/2016	Earleen Milam	Chevy	34248
5/24/2016	Earleen Milam	Ford	38993
9/13/2016	Timika Poe	Chevy	23468
5/7/2016	Ernie Pettigrew	Toyota	34572
10/4/2016	Yulanda Mireles	Honda	31138
7/3/2016	Julianna Kunz	Toyota	28028
9/26/2016	Yulanda Mireles	Toyota	20661
7/27/2016	Zona Otis	Ford	36814
2/25/2016	Timika Poe	Toyota	22289
12/3/2016	Quentin Johns	Toyota	18556
5/12/2016	Earleen Milam	Ford	19387
5/8/2016	Timika Poe	Chevy	50912
11/6/2016	Zona Otis	Toyota	20814
6/22/2016	Timika Poe	Toyota	18919
6/12/2016	Adelina Oglesby	Chevy	52975
10/19/2016	Adelina Oglesby	Chevy	27525
12/30/2016	Quentin Johns	Toyota	25619
11/17/2016	Rudolf Eason	Toyota	28117
7/3/2016	Julianna Kunz	Chevy	44530
2/12/2016	Rudolf Eason	Ford	28733
2/27/2016	Towanda Pemberton	Toyota	33748
1/14/2016	Cami Goodson	Chevy	31923
5/20/2016	Quentin Johns	Toyota	17646
1/1/2016	Kurtis Osorio	Toyota	26982
6/15/2016	Ernie Pettigrew	Toyota	18191
3/27/2016	Zona Otis	Chevy	17969
10/8/2016	Kurtis Osorio	Ford	47234
3/18/2016	Louetta Maloney	Ford	42778
6/22/2016	Julianna Kunz	Chevy	38983
12/10/2016	Julianna Kunz	Toyota	20060
11/16/2016	Ernie Pettigrew	Chevy	18975
5/28/2016	Quentin Johns	Honda	27884
9/7/2016	Evelynn Mckee	Chevy	25854
3/26/2016	Quentin Johns	Chevy	23863
11/9/2016	Quentin Johns	Honda	21249
2/21/2016	Ernie Pettigrew	Ford	30286
9/28/2016	Yulanda Mireles	Honda	20197
8/6/2016	Zona Otis	Toyota	33424
4/1/2016	Evelynn Mckee	Toyota	29945
12/29/2016	Cami Goodson	Ford	19809
1/12/2016	Evelynn Mckee	Honda	37122
12/1/2016	Zona Otis	Chevy	49595
8/2/2016	Quentin Johns	Chevy	18032
10/27/2016	Hyman Irish	Honda	20704
9/30/2016	Evelynn Mckee	Honda	14914
7/27/2016	Yulanda Mireles	Honda	18029
8/29/2016	Earleen Milam	Honda	27033
9/7/2016	Evelynn Mckee	Toyota	31125
4/4/2016	Timika Poe	Chevy	16592
4/3/2016	Julianna Kunz	Chevy	16313
3/3/2016	Kurtis Osorio	Ford	42485
1/29/2016	Julianna Kunz	Chevy	30581
4/7/2016	Rudolf Eason	Ford	41181
3/17/2016	Julianna Kunz	Honda	25062
9/6/2016	Timika Poe	Chevy	43206
4/3/2016	Earleen Milam	Toyota	18552
12/1/2016	Evelynn Mckee	Chevy	40612
12/25/2016	Timika Poe	Honda	13840
3/13/2016	Kurtis Osorio	Honda	23417
4/19/2016	Yulanda Mireles	Honda	16087
10/10/2016	Kurtis Osorio	Honda	22324
12/1/2016	Louetta Maloney	Chevy	40857
10/18/2016	Timika Poe	Honda	14554
12/11/2016	Adelina Oglesby	Honda	30681
9/3/2016	Quentin Johns	Toyota	30597
9/9/2016	Hyman Irish	Chevy	39326
12/14/2016	Yulanda Mireles	Honda	17293
9/27/2016	Timika Poe	Toyota	34811
11/26/2016	Kurtis Osorio	Chevy	46973
12/5/2016	Earleen Milam	Honda	23392
1/13/2016	Kurtis Osorio	Toyota	32521
3/23/2016	Yulanda Mireles	Ford	55132
5/2/2016	Adelina Oglesby	Toyota	23774
6/29/2016	Yulanda Mireles	Toyota	23271
5/17/2016	Cami Goodson	Toyota	19471
1/6/2016	Timika Poe	Toyota	34360
12/2/2016	Zona Otis	Ford	46596
11/12/2016	Rudolf Eason	Chevy	23144
6/27/2016	Yulanda Mireles	Chevy	38469
4/13/2016	Zona Otis	Chevy	30070
9/12/2016	Hyman Irish	Ford	64946
5/21/2016	Kurtis Osorio	Honda	13168
5/10/2016	Louetta Maloney	Toyota	27476
1/5/2016	Ernie Pettigrew	Chevy	22700
11/1/2016	Timika Poe	Chevy	28254
3/6/2016	Timika Poe	Toyota	30144
9/1/2016	Rudolf Eason	Chevy	40897
1/3/2016	Yulanda Mireles	Chevy	34310
2/26/2016	Zona Otis	Ford	39693
6/10/2016	Hyman Irish	Honda	29359
5/18/2016	Earleen Milam	Honda	13447
5/9/2016	Rudolf Eason	Ford	33365
1/27/2016	Quentin Johns	Chevy	30194
2/26/2016	Hyman Irish	Honda	32040
4/3/2016	Towanda Pemberton	Chevy	47509
11/15/2016	Kurtis Osorio	Ford	63288
5/27/2016	Timika Poe	Chevy	16342
2/10/2016	Earleen Milam	Chevy	21732
4/5/2016	Cami Goodson	Toyota	18378
